Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,4,0.7698276837998853
1,4,1.0
2,4,0.8032146691604825
3,4,0.8766213442338017
1,4,1.0
2,3,0.7729032066921508
3,4,0.8734270132839745
4,4,0.8631716983576994
1,4,1.0
2,3,0.6885221373769033
3,3,0.8754879512469697
4,4,0.8591452935379289
5,4,0.7903368839038751
1,4,1.0
2,2,0.6643291578896001
3,4,0.9356573033139052
4,3,0.9154113762753888
5,3,0.8149622970679214
6,4,0.8612587075355319
1,4,1.0
2,2,0.6169707941814144
3,4,0.8707894875020809
4,3,0.89208612017414
5,4,0.8157926481916664
6,4,0.8898880128656935
7,4,0.8456737260987484
1,4,1.0
2,2,0.5420226924901388
3,4,0.9141118625912313
4,2,0.7980486272521766
5,3,0.7848831713655182
6,4,0.8783773752262374
7,3,0.8610413631889727
8,3,0.8631893671007381
1,4,1.0
2,2,0.5550870177457804
3,3,0.868996899537694
4,2,0.7711376348146323
5,3,0.7619720212665508
6,4,0.9205667228922095
7,2,0.8279929925703979
8,3,0.8682509743883104
9,4,0.8671380140683418
1,4,1.0
2,2,0.5343398391207248
3,2,0.8788666935362893
4,2,0.675110552413023
5,2,0.6838211859288273
6,3,0.8406818058504699
7,4,0.8292062050900085
8,4,0.8734065798154946
9,4,0.8732779367933198
10,4,0.8753750627583703
1,4,1.0
2,2,0.5262314900123221
3,2,0.8355965377133795
4,2,0.6356425950826766
5,2,0.6393766221906234
6,2,0.7936741753828713
7,4,0.8374011392873141
8,4,0.8982211552538649
9,4,0.8831527937860304
10,4,0.860640144380351
11,3,0.86319875512718
1,4,1.0
2,2,0.5270610176149384
3,3,0.7856779103326854
4,2,0.520418937535358
5,2,0.6424668569336023
6,2,0.765426019396174
7,4,0.8249189870706191
8,4,0.8890527668821315
9,2,0.8290674534926619
10,4,0.8626673527321502
11,3,0.8742313599736191
12,4,0.7319207503995132
