Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,4,0.9691048889669597
1,4,1.0
2,4,0.977794219866543
3,3,0.970510182111365
1,4,1.0
2,4,0.9957492677689491
3,4,0.9567521644310185
4,4,0.9855163117385691
1,4,1.0
2,3,0.9554896798211383
3,3,0.9849123283007939
4,4,0.9616192372385952
5,3,0.9554291881408196
1,4,1.0
2,3,0.8800388496653251
3,4,0.9780739621985635
4,4,0.986844032822577
5,4,0.9925114270515663
6,3,0.9618620670252592
1,4,1.0
2,4,0.9517102028153885
3,3,0.9813629096718375
4,2,1.0063104877051117
5,3,0.9188397450026454
6,4,0.8780098300169378
7,3,0.955974433106317
1,4,1.0
2,3,0.9677789846669721
3,3,0.9738088205937108
4,4,0.9648522738925652
5,4,0.9759071167717034
6,4,0.9244943810859736
7,4,0.9885525187843093
8,4,0.9739831819616374
1,4,1.0
2,4,0.9718220478167613
3,4,0.9944710574066469
4,2,0.9233319015895197
5,4,0.9838427974683579
6,4,0.8584555987536564
7,4,0.8825059073713454
8,4,0.9606996961678023
9,4,0.9742126047074652
1,4,1.0
2,4,0.9548971897653786
3,4,0.8776528141398293
4,4,0.9382900596525986
5,4,0.9870195655351593
6,3,0.9142256290645795
7,4,0.9850297465053245
8,4,0.8840815768335937
9,4,0.9124378587525314
10,4,0.9787761369670473
1,4,1.0
2,4,0.9916174748705481
3,3,0.9027609716420677
4,3,0.980101443983655
5,4,0.9956482213507296
6,3,0.9076962856230281
7,4,0.9867077539317355
8,3,1.0084367353445562
9,4,0.9711196903938997
10,4,0.9941480616041694
11,3,0.9910947639784768
1,4,1.0
2,4,0.989385310636944
3,4,0.9395125513647679
4,3,1.011433928260642
5,3,0.9699031877714753
6,4,0.9580215270740563
7,4,0.9923693416414822
8,4,1.003920312585785
9,4,0.9648139821531094
10,4,0.9270070059913543
11,4,0.9852406937878496
12,4,0.9567179772340269
