Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,4,0.8395407384826947
1,4,1.0
2,3,0.9722239738353551
3,4,0.920220973220693
1,4,1.0
2,4,0.9396109711400042
3,2,0.989548390413253
4,4,0.9228331815919267
1,4,1.0
2,1,0.9961328129666011
3,3,0.9960753516841654
4,3,1.0085095092961422
5,2,0.9531460950048953
1,4,1.0
2,4,0.9532658891715713
3,4,0.9484254992190568
4,4,0.9716049896676617
5,4,0.9994105277677952
6,4,1.0055612715366964
1,4,1.0
2,3,0.9730525609415391
3,3,0.940329873696953
4,4,0.963096127923821
5,3,0.934402966484047
6,4,0.9609131132868238
7,2,0.9376791235987532
1,4,1.0
2,4,0.9788116835205524
3,3,1.017039630576176
4,4,0.9248565097825141
5,4,0.979781456680588
6,4,0.9714327406452645
7,3,0.9477890128609391
8,4,0.9136403194864285
1,4,1.0
2,4,0.9730210393620725
3,4,0.9354216983359205
4,4,0.9750030968526188
5,4,0.9990478292335233
6,3,0.9468171270619269
7,4,0.952515676438665
8,4,0.9768106237352621
9,2,0.9798914432237028
1,4,1.0
2,3,0.9079711204785043
3,4,0.9720062591385631
4,4,0.8391770936332205
5,4,0.9741394715043301
6,4,0.9908891316841613
7,4,0.920088564496257
8,4,0.9537516414990472
9,4,1.008131896922065
10,3,0.936391155004614
1,4,1.0
2,4,0.9625496957697572
3,4,0.9076302688059885
4,3,0.8836933783538266
5,4,0.9832581999348408
6,4,0.9515892485563477
7,4,0.9670005641500863
8,3,1.0149960767018527
9,4,0.9694844637101159
10,2,0.886210076873723
11,4,0.9139179266414695
1,4,1.0
2,4,1.0040265771028263
3,4,0.9907705562679
4,4,0.9956099298322915
5,4,0.8896432226106017
6,3,0.8626514584563223
7,4,0.9273876339905824
8,3,0.9316488994808543
9,4,1.008115207876192
10,4,0.9756052835193559
11,3,0.9962095277445469
12,4,0.9644522580007682
