Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,3,0.8196545893611193
1,4,1.0
2,3,0.7688388471700409
3,3,0.8007265366792367
1,4,1.0
2,3,0.8160844819011212
3,4,0.8064875904519899
4,4,0.8356104757114688
1,4,1.0
2,4,0.829067185802639
3,3,0.8042464335638134
4,3,0.8183414995402923
5,3,0.8353421289304169
1,4,1.0
2,4,0.811808948861505
3,3,0.8088779702081275
4,3,0.8375287508700693
5,4,0.8196755540483596
6,4,0.8310279538735269
1,4,1.0
2,3,0.8528430001578228
3,4,0.784491075292612
4,4,0.846388347079007
5,3,0.822143134693006
6,3,0.8756698287101276
7,4,0.8278138843745132
1,4,1.0
2,3,0.8647625268833783
3,4,0.825641226737779
4,3,0.8651555081833107
5,4,0.7810126607498664
6,3,0.8279437941204884
7,4,0.796744485150947
8,4,0.8207802764479019
1,4,1.0
2,3,0.849352480772868
3,3,0.8695182754663638
4,3,0.8353544286507459
5,4,0.8421895847867921
6,4,0.8276799415099182
7,4,0.8409895771020443
8,4,0.8264188844040155
9,3,0.8160234236103582
1,4,1.0
2,2,0.770546518672854
3,3,0.8712844405143164
4,3,0.7371891797396876
5,4,0.8024015975637939
6,3,0.8293209181543056
7,4,0.8021875660458322
8,4,0.8431280035337995
9,3,0.7696577061372537
10,4,0.7934619890904737
1,4,1.0
2,3,0.7179782404834607
3,3,0.8544843590237645
4,2,0.7947941682215456
5,4,0.8759360822405806
6,3,0.7896135565302335
7,4,0.8336892207611332
8,4,0.8556478705398379
9,3,0.8438120321485396
10,4,0.7921748283498452
11,4,0.8527504171549618
1,4,1.0
2,2,0.7528292399210061
3,2,0.7640359460298713
4,2,0.7946078628503691
5,4,0.8551934832637494
6,3,0.8142372670533164
7,4,0.8817023396912702
8,3,0.7517752003182107
9,4,0.7753648109836705
10,4,0.7882897119479484
11,3,0.8157433577153107
12,3,0.8166844215760432
