Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,3,0.931366487196556
1,4,1.0
2,3,0.9388734443044456
3,3,0.9098822015384151
1,4,1.0
2,3,0.8990737236961246
3,1,0.9304834444066277
4,3,0.9752050430887091
1,4,1.0
2,4,0.9105636377484788
3,4,0.9122872167149703
4,3,0.9423957288693592
5,4,0.9682711318736026
1,4,1.0
2,4,0.9388917778056888
3,4,0.920456293462574
4,4,0.9218195991592721
5,4,0.9082764400319261
6,4,0.9380596492310248
1,4,1.0
2,4,0.9247743670936192
3,4,0.9292762055378119
4,3,0.9306580864961235
5,3,0.8619972272406651
6,3,0.9470314573775793
7,4,0.9453374303113256
1,4,1.0
2,4,0.9107855492461138
3,3,0.8821546449204971
4,3,0.957150644025974
5,4,0.9367669977208624
6,4,0.9008255244922763
7,4,0.9262328922133026
8,4,0.9237808769853407
1,4,1.0
2,4,0.9280480075483467
3,4,0.8687482436284885
4,2,0.837776744636021
5,4,0.852685339705722
6,4,0.9477000285958428
7,4,0.8918200362487358
8,4,0.9153424537104456
9,4,0.8889330394965074
1,4,1.0
2,4,0.916469663678192
3,4,0.9236834576376196
4,3,0.8743352588224552
5,3,0.8746230629307593
6,2,0.9192011045242843
7,3,0.941272471363821
8,4,0.9771793833363055
9,4,0.8414075321061565
10,4,0.9620205030819563
1,4,1.0
2,4,0.9476761350488543
3,4,0.9021004362351309
4,3,0.9240090244588165
5,3,0.9090407074179371
6,3,0.903608260784596
7,4,0.8795347945784755
8,3,0.9278813031170585
9,4,0.9121034572112832
10,4,0.8586123256923373
11,4,0.8959116776361601
1,4,1.0
2,4,0.9363747848305697
3,2,0.8873816563485839
4,2,0.897591324513271
5,4,0.8731983987130422
6,4,0.9273452652566612
7,3,0.8990082613759156
8,4,0.9430322258418703
9,4,0.9105606253149425
10,4,0.9148294654449216
11,4,0.935460402775166
12,4,0.8588211148722406
