Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,2,0.7243520835681637
1,4,1.0
2,4,0.7907434109759838
3,4,0.7715695898385634
1,4,1.0
2,3,0.7665096916452665
3,4,0.8443344787849387
4,4,0.7711723239310223
1,4,1.0
2,2,0.7257657487233021
3,3,0.8366046431488064
4,4,0.7394045061774027
5,4,0.8270755978329205
1,4,1.0
2,3,0.7620403046835387
3,3,0.8081259521751214
4,2,0.7606124733291098
5,4,0.8397429248468193
6,4,0.8147127196903633
1,4,1.0
2,3,0.7481760127167557
3,2,0.7014198031279466
4,3,0.7246473033351255
5,4,0.8534899695944737
6,4,0.7852322818271116
7,4,0.8249342600583064
1,4,1.0
2,4,0.7585036161729998
3,2,0.6499687419916402
4,4,0.7388979813802468
5,2,0.7546969848138843
6,3,0.7994543339640108
7,4,0.7881755572549181
8,4,0.7978843206183599
1,4,1.0
2,4,0.7723856931697255
3,2,0.6238306334378758
4,4,0.7958427559618579
5,2,0.657680695174542
6,4,0.8239118364377567
7,4,0.8450262832441426
8,4,0.8561756854009728
9,3,0.7199568385682067
1,4,1.0
2,3,0.8003082635704375
3,2,0.5612607433959631
4,4,0.7930295340187012
5,2,0.6458104801662018
6,4,0.8107444968911858
7,4,0.7777403174301646
8,2,0.7737899592863935
9,4,0.7450744357256951
10,4,0.774635907052001
1,4,1.0
2,4,0.8747277468009516
3,2,0.5599310593995992
4,3,0.781690672751577
5,2,0.5874354781994651
6,4,0.7817710266128075
7,4,0.8010512762872479
8,2,0.7653055677487111
9,3,0.7709339119165902
10,3,0.7426233746396138
11,3,0.7786326073225938
1,4,1.0
2,2,0.7083541025362775
3,2,0.7409325015416425
4,2,0.6911855227252439
5,2,0.6564063243399448
6,2,0.7960464074777603
7,3,0.8250335811476344
8,2,0.6369987169040366
9,3,0.7912696697380134
10,4,0.8177341109137805
11,4,0.7696912273147417
12,4,0.7586670468926979
