Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,4,0.8401262402608393
1,4,1.0
2,4,0.8721546755070768
3,4,0.7687304808114361
1,4,1.0
2,4,0.851118430769217
3,2,0.7982093272338947
4,4,0.8549534285938742
1,4,1.0
2,4,0.8150270530573215
3,3,0.6959997540563235
4,4,0.86315111021642
5,3,0.849750985113836
1,4,1.0
2,2,0.8033418383980898
3,2,0.687639143088442
4,3,0.8594242391510959
5,4,0.8555020770763911
6,4,0.8234981064245537
1,4,1.0
2,3,0.7247517437683556
3,2,0.6523585298769852
4,4,0.8037994909308053
5,3,0.883667269378533
6,3,0.7465627150535941
7,4,0.8692628449819646
1,4,1.0
2,2,0.7122997683449458
3,2,0.6266892850095538
4,3,0.8276917943963439
5,3,0.8186886832796453
6,3,0.7238326817159498
7,4,0.7946619163289659
8,3,0.8297570987487611
1,4,1.0
2,2,0.6685841598638618
3,2,0.6298877646644924
4,3,0.8406311859958234
5,2,0.7247324020035684
6,2,0.7403888320623994
7,4,0.8447644522747466
8,4,0.8594019436918195
9,4,0.8528924879863142
1,4,1.0
2,2,0.630496116426799
3,2,0.6541370763599079
4,2,0.8642265134527248
5,2,0.6312304614261268
6,2,0.6670481652400222
7,4,0.8544800159366891
8,4,0.8835447816231606
9,4,0.809025504706456
10,4,0.825632210668959
1,4,1.0
2,2,0.5896609895292348
3,2,0.6604602934975873
4,4,0.7860194264098581
5,2,0.5850903363390623
6,2,0.6221779933979803
7,4,0.8433197790906729
8,1,0.8598585370984057
9,4,0.869758556478574
10,4,0.8546548068555029
11,4,0.8674547174472965
1,4,1.0
2,2,0.5131076999120213
3,2,0.7452612328628597
4,3,0.873329332525543
5,2,0.5522038981302388
6,2,0.5926843844527028
7,4,0.8257502850855908
8,4,0.9023263151125551
9,4,0.8877487544101929
10,4,0.8518526217727288
11,4,0.8296802095474837
12,4,0.8527631718069464
