Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,4,0.9192840105378663
1,4,1.0
2,4,0.9585388327160018
3,4,0.9652321150002305
1,4,1.0
2,4,0.8905100920976542
3,4,0.9351793300347305
4,4,0.9800358692706032
1,4,1.0
2,3,0.9027049687866529
3,4,0.9192661151408454
4,3,0.9154217453542551
5,2,0.9625707561330888
1,4,1.0
2,3,0.9400303617868188
3,4,0.9527426907455404
4,4,0.9711705531915379
5,4,0.876727172800391
6,4,0.9277735310803685
1,4,1.0
2,4,0.8447858925096247
3,4,0.9442959136244427
4,4,0.9318098501804801
5,4,0.9163892967996955
6,4,0.9192595165992379
7,3,0.9328818831415562
1,4,1.0
2,3,0.898182218031833
3,3,0.9519843438918327
4,4,0.903638342861674
5,4,0.8987450320126775
6,4,0.9482671301041814
7,4,0.9260310694626314
8,4,0.9045390050848084
1,4,1.0
2,2,0.8248581635307343
3,3,0.9456471554565625
4,4,0.933518242659027
5,3,0.9237288236785499
6,4,0.8769377051812786
7,3,0.927020293247484
8,3,0.941081718980811
9,4,0.9149378413143471
1,4,1.0
2,2,0.8530753279388292
3,4,0.9401888864350434
4,2,0.8962043785796591
5,4,0.9123594911891795
6,4,0.8940211324374404
7,4,0.9436239892442294
8,3,0.9216766580667576
9,3,0.933354946546121
10,4,0.9587672715984257
1,4,1.0
2,3,0.8079914646887543
3,4,0.9663286856896753
4,4,0.8878600702841402
5,3,0.9432361929277353
6,4,0.8997758023485884
7,4,0.867511094896842
8,4,0.8756939676687611
9,4,0.9353513605215042
10,4,0.919467288983189
11,4,0.9372596839011449
1,4,1.0
2,3,0.793397907278132
3,3,0.8565100474291589
4,3,0.8950252588959201
5,4,0.9304057237859266
6,4,0.9195710603263832
7,4,0.9436874907494534
8,4,0.9199109509977458
9,4,0.9298515229311318
10,2,0.9710606474126083
11,3,0.8653366878064376
12,4,0.8283256130248403
