Layer,TPinSecurity,overlapAreaPercentage
1,4,1.0
2,4,0.8014967793956717
1,4,1.0
2,3,0.8259544470655855
3,3,0.8422332587496527
1,4,1.0
2,4,0.8529941091859455
3,4,0.8557408800152491
4,4,0.8892473944093671
1,4,1.0
2,3,0.8301844501937123
3,4,0.8775486131712966
4,4,0.8357072786963922
5,4,0.8321542629324759
1,4,1.0
2,3,0.8363657991675356
3,4,0.8138841101027663
4,4,0.8688586578118952
5,4,0.8916473868345542
6,2,0.8470051820246365
1,4,1.0
2,4,0.87048295338131
3,4,0.8517347570700199
4,4,0.9288431513676355
5,2,0.8723605057793364
6,2,0.8677795339008617
7,2,0.7711402481363074
1,4,1.0
2,3,0.7920637691092716
3,4,0.789698344019842
4,4,0.7935993721659382
5,4,0.8520963182419784
6,4,0.8258875701523468
7,2,0.8396972818418804
8,4,0.8464541919913365
1,4,1.0
2,3,0.8019640945679847
3,4,0.8804886786865924
4,4,0.8414964690267855
5,3,0.8959167968710146
6,2,0.922074012507511
7,4,0.798171122732725
8,4,0.8787864672157112
9,4,0.8437570796062795
1,4,1.0
2,2,0.6824870737693421
3,3,0.892398600446439
4,3,0.8423286983859871
5,3,0.8460673970211301
6,3,0.912051692448119
7,2,0.7962650598434226
8,4,0.9129395277261065
9,4,0.8067256114318354
10,4,0.8482381583832405
1,4,1.0
2,2,0.7420203941831988
3,3,0.830898604597403
4,3,0.7869934921741043
5,3,0.8384158190003757
6,4,0.8945752526707219
7,2,0.7563681868679639
8,3,0.9074879494947165
9,4,0.8336036108335745
10,4,0.8773721380464008
11,2,0.8287773615029635
1,4,1.0
2,2,0.745668058700247
3,2,0.8394530697392398
4,3,0.733739372422242
5,3,0.7959976778989797
6,2,0.8603798360913557
7,2,0.7456516416412458
8,2,0.7798605794344268
9,3,0.7615816844665793
10,4,0.840679897414859
11,4,0.8148112356314323
12,3,0.8142650148152926
