2,6,1,0,0,0,0
2,7,1,0,0,1,0
2,8,2,0,0,1,0
2,9,3,0,0,1,0
2,10,4,0,0,1,0
2,11,5,0,0,1,0
2,12,5,0,0,1,0
2,13,5,0,0,1,0
2,14,5,0,0,1,0
2,15,5,0,0,1,0
2,16,5,0,0,1,0
2,17,5,0,0,1,0
2,18,5,0,0,1,0
2,19,5,0,0,1,0
2,20,5,0,0,1,0
2,21,5,0,0,1,0
2,22,5,0,0,1,0
3,6,1,1,0,0,0
3,7,10,0.333333333,0.333333333,0.333333333,0
3,8,11,0.5,0,0.5,0
3,9,11,0.5,0,0.5,0
3,10,11,0.5,0,0.5,0
3,11,12,0.5,0,0.5,0
3,12,13,0.5,0,0.5,0
3,13,12,0.5,0,0.5,0
3,14,11,0.5,0,0.5,0
3,15,10,0.5,0,0.5,0
3,16,9,0.5,0,0.5,0
3,17,8,0.5,0,0.5,0
3,18,7,0.333333333,0,0.333333333,0.333333333
3,19,6,0.5,0,0,0.5
3,20,5,0.5,0,0,0.5
3,21,5,0.5,0,0,0.5
3,22,5,1,0,0,0
4,6,2,1,0,0,0
4,7,9,0,0.5,0.5,0
4,8,12,0.5,0,0.5,0
4,9,12,0.5,0,0.5,0
4,10,12,0.5,0,0.5,0
4,11,12,0.5,0,0.5,0
4,12,12,0.5,0,0.5,0
4,13,12,0.5,0,0.5,0
4,14,11,0.5,0,0.5,0
4,15,10,0.5,0,0.5,0
4,16,9,0.5,0,0.5,0
4,17,8,0.333333333,0,0.333333333,0.333333333
4,18,7,0.5,0,0,0.5
4,19,6,0.5,0,0,0.5
4,20,5,0.5,0,0,0.5
4,21,5,0.5,0,0,0.5
4,22,5,1,0,0,0
5,6,3,1,0,0,0
5,7,8,0,0.5,0.5,0
5,8,13,0.5,0,0.5,0
5,9,13,0.5,0,0.5,0
5,10,13,0.5,0,0.5,0
5,11,13,0.5,0,0.5,0
5,12,13,0.5,0,0.5,0
5,13,12,0.5,0,0.5,0
5,14,11,0.5,0,0.5,0
5,15,10,0.5,0,0.5,0
5,16,9,0.5,0,0.5,0
5,17,9,0.5,0,0.5,0
5,18,9,0.5,0,0.5,0
5,19,9,0.333333333,0,0.333333333,0.333333333
5,20,6,0.5,0,0,0.5
5,21,6,0.5,0,0,0.5
5,22,5,1,0,0,0
6,6,4,1,0,0,0
6,7,7,0,0.5,0.5,0
6,8,14,0.5,0,0.5,0
6,9,14,0.5,0,0.5,0
6,10,14,0.5,0,0.5,0
6,11,14,0.5,0,0.5,0
6,12,14,0.5,0,0.5,0
6,13,14,0.5,0,0.5,0
6,14,14,0.5,0,0.5,0
6,15,13,0.5,0,0.5,0
6,16,12,0.5,0,0.5,0
6,17,11,0.5,0,0.5,0
6,18,10,0.5,0,0.5,0
6,19,9,0.333333333,0,0.333333333,0.333333333
6,20,7,0.5,0,0,0.5
6,21,7,0.5,0,0,0.5
6,22,5,1,0,0,0
7,6,5,1,0,0,0
7,7,6,0,0,1,0
7,8,15,0.5,0,0.5,0
7,9,15,0.5,0,0.5,0
7,10,15,0.5,0,0.5,0
7,11,15,0.5,0,0.5,0
7,12,15,0.5,0,0.5,0
7,13,15,0.5,0,0.5,0
7,14,14,0.5,0,0.5,0
7,15,13,0.5,0,0.5,0
7,16,12,0.5,0,0.5,0
7,17,11,0.5,0,0.5,0
7,18,11,0.5,0,0.5,0
7,19,9,0.333333333,0,0.333333333,0.333333333
7,20,8,0.5,0,0,0.5
7,21,8,0.5,0,0,0.5
7,22,5,1,0,0,0
8,8,16,1,0,0,0
8,9,16,0.5,0,0.5,0
8,10,16,0.5,0,0.5,0
8,11,16,0.5,0,0.5,0
8,12,16,0.5,0,0.5,0
8,13,15,0.5,0,0.5,0
8,14,14,0.5,0,0.5,0
8,15,13,0.5,0,0.5,0
8,16,12,0.5,0,0.5,0
8,17,12,0.5,0,0.5,0
8,18,12,0.5,0,0.5,0
8,19,9,0.333333333,0,0.333333333,0.333333333
8,20,9,0.5,0,0,0.5
8,21,9,0.5,0,0,0.5
8,22,5,1,0,0,0
9,8,17,1,0,0,0
9,9,17,0.5,0,0.5,0
9,10,17,0.5,0,0.5,0
9,11,17,0.5,0,0.5,0
9,12,17,0.5,0,0.5,0
9,13,17,0.5,0,0.5,0
9,14,17,0.5,0,0.5,0
9,15,17,0.5,0,0.5,0
9,16,17,0.5,0,0.5,0
9,17,13,0.5,0,0.5,0
9,18,13,0.5,0,0.5,0
9,19,9,0.333333333,0,0.333333333,0.333333333
9,20,8,0.5,0,0,0.5
9,21,8,0.5,0,0,0.5
9,22,5,1,0,0,0
10,2,1,0,0,0,0
10,3,2,0,0,1,0
10,4,3,0,0,1,0
10,5,4,0,0,1,0
10,8,18,1,0,0,0
10,9,18,0.5,0,0.5,0
10,10,18,0.5,0,0.5,0
10,11,18,0.5,0,0.5,0
10,12,18,0.5,0,0.5,0
10,13,18,0.5,0,0.5,0
10,14,18,0.5,0,0.5,0
10,15,18,0.5,0,0.5,0
10,16,17,0.5,0,0.5,0
10,17,14,0.5,0,0.5,0
10,18,14,0.5,0,0.5,0
10,19,9,0.333333333,0,0.333333333,0.333333333
10,20,7,0.5,0,0,0.5
10,21,7,0.5,0,0,0.5
10,22,5,1,0,0,0
11,0,10,0,0,0,1
11,1,9,0,0,0,1
11,2,8,0.5,0,0,0.5
11,3,7,0.5,0,0,0.5
11,4,6,0.5,0,0,0.5
11,5,5,1,0,0,0
11,8,19,1,0,0,0
11,9,20,0.5,0,0.5,0
11,10,21,0.5,0,0.5,0
11,11,21,0.5,0,0.5,0
11,12,22,0.5,0,0.5,0
11,13,21,0.5,0,0.5,0
11,14,18,0.5,0,0.5,0
11,15,18,0.5,0,0.5,0
11,16,17,0.5,0,0.5,0
11,17,15,0.5,0,0.5,0
11,18,15,0.5,0,0.5,0
11,19,9,0.333333333,0,0.333333333,0.333333333
