Layer,mean_TPinSecurity,std_TPinSecurity,mean_overlapAreaPercentage,std_overlapAreaPercentage
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
2,3.9,0.3162277660168379,0.9322419474811309,0.026886212171178803
2,3.4,0.699205898780101,0.9133504711127685,0.045105661461383645
2,3.6,0.6992058987801012,0.9167331328290633,0.018661316183590234
2,3.5,0.5270462766947299,0.9061777262495015,0.05169907410176567
2,3.6,0.6992058987801011,0.919908227528307,0.056349663393024454
2,3.7,0.48304589153964794,0.9006090964189901,0.05549888732167876
2,3.2,0.6324555320336758,0.8766575450245279,0.04256935235915443
2,2.8,0.9189365834726815,0.8550080596534464,0.07520531858592872
2,2.9,0.8755950357709131,0.8405883748681481,0.08489529026286807
2,3.0,1.0540925533894598,0.8087716551338312,0.0996175691679819
2,2.9,0.8755950357709131,0.8105988373329952,0.1300363084350649
3,3.7,0.48304589153964794,0.9169244479939096,0.047441327642942566
3,3.7,0.9486832980505138,0.9098320687468556,0.02743665064010236
3,4.0,0.0,0.9060802356897485,0.014146641603314036
3,3.4,0.699205898780101,0.8983474139388538,0.042280993592910814
3,3.4,0.6992058987801011,0.9023469116535617,0.032074955560396336
3,3.4,0.5163977794943223,0.8917704373878278,0.032133426973100766
3,3.2,0.7888106377466154,0.8826440659111681,0.048855790830176445
3,3.2,0.9189365834726814,0.8697012640863289,0.06174272354689782
3,3.6,0.8432740427115679,0.8616700480493698,0.07716548841990954
3,2.9,0.5676462121975467,0.8334638108066045,0.07219082384930924
4,3.7,0.48304589153964794,0.9459105394016335,0.027763046075807048
4,3.5,0.7071067811865476,0.9111893776513129,0.03692313796634793
4,3.9,0.3162277660168379,0.9143492936072704,0.04266638554311317
4,3.6,0.6992058987801012,0.9162024058992193,0.0387498537957761
4,3.7,0.48304589153964794,0.9077969575415133,0.0393586454503391
4,3.0,1.0540925533894598,0.8998010226470956,0.03972733561739177
4,3.0,0.4714045207910317,0.8742752872799429,0.02457760548124041
4,3.2,0.7888106377466154,0.8720154225233652,0.06824664478697762
4,2.6,0.6992058987801011,0.8555838638891933,0.06317258412517301
5,3.5,0.7071067811865476,0.9371702824620483,0.024460705048355028
5,3.5,0.5270462766947299,0.9230262050800728,0.025938684983523922
5,3.6,0.5163977794943223,0.900568785141019,0.04230630695071471
5,3.7,0.48304589153964794,0.9030054335478402,0.03711143615581053
5,3.7,0.48304589153964794,0.9049781584001687,0.03708233748931828
5,3.2,0.9189365834726814,0.903077584542563,0.0266972101048841
5,3.5,0.5270462766947299,0.9047126790802459,0.046817352240204176
5,3.5,0.7071067811865476,0.8871700899015458,0.051830295214845584
6,3.6,0.5163977794943223,0.9269764352283392,0.027972004409099336
6,3.3,0.6749485577105528,0.9067680837451138,0.039643750604931215
6,3.8,0.42163702135578385,0.9319439132922935,0.02727942662901525
6,3.7,0.48304589153964794,0.9045687908108755,0.04957504163258275
6,3.5,0.8498365855987975,0.8954539714039023,0.03018252614461884
6,3.0,0.816496580927726,0.8600337819657641,0.06857976806347994
6,3.2,1.0327955589886446,0.8625558184606564,0.06328091702606534
7,3.7,0.6749485577105528,0.9056827102120144,0.05094425658202933
7,3.7,0.48304589153964794,0.891748704787614,0.04264068826236561
7,3.6,0.5163977794943223,0.9018723044213763,0.04947050570343855
7,3.3,0.6749485577105528,0.888950218444044,0.048722822717102675
7,3.5,0.8498365855987975,0.8744095073695736,0.03716055096080931
7,3.5,0.7071067811865476,0.8882168257871118,0.06469156350229648
8,3.7,0.48304589153964794,0.9172081333609355,0.03119953107840343
8,3.5,0.7071067811865476,0.9183396261617022,0.020706388019695984
8,3.5,0.7071067811865476,0.9127471597982758,0.035072623999273
8,3.4,0.5163977794943223,0.9105289350131555,0.046866126346680005
8,3.6,0.5163977794943223,0.8941475481278791,0.036038850551321965
9,3.3,0.674948557710553,0.9297063620236996,0.024185424360371435
9,3.8,0.4216370213557839,0.9192058752644356,0.04378053520862095
9,3.8,0.4216370213557839,0.9222458360625737,0.029002845507013646
9,3.6,0.6992058987801011,0.8815864585965267,0.05633253785623733
10,3.7,0.48304589153964794,0.9220460440162533,0.04866833423580483
10,3.8,0.4216370213557839,0.92657944882623,0.028656952410018116
10,3.8,0.6324555320336759,0.9318182370402349,0.034772017198192236
11,3.7,0.48304589153964794,0.9223065113298622,0.031498307542282326
11,3.6,0.6992058987801011,0.9225742005284634,0.024797589477890403
12,3.7,0.48304589153964794,0.9070496524890712,0.04111851395815874
