Layer,mean_TPinSecurity,std_TPinSecurity,mean_overlapAreaPercentage,std_overlapAreaPercentage
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
2,3.4,0.699205898780101,0.7765334285634031,0.03482914826854435
2,3.7,0.48304589153964794,0.7965215972714962,0.026886372535329335
2,3.3,0.8232726023485645,0.7973834756205134,0.036263451125266306
2,3.3,0.6749485577105528,0.8017271612132912,0.049721963276177575
2,3.4,0.6992058987801011,0.7923126171552208,0.04091892520421896
2,3.3,0.8232726023485646,0.7656822226271345,0.05247504293156309
2,3.2,1.0327955589886446,0.7565218144280672,0.09586494604804117
2,2.7,0.8232726023485646,0.727581143665741,0.11225798614830296
2,3.0,0.9428090415820634,0.71920547050572,0.11446577823850447
2,3.0,0.6666666666666666,0.7674164433447024,0.10563333343962637
2,2.9,0.8755950357709131,0.7715468007335267,0.09519027591394143
3,3.6,0.5163977794943223,0.807848570826162,0.022537050443385883
3,3.3,0.48304589153964794,0.8091457720820797,0.02740911933288762
3,3.4,0.6992058987801011,0.8295464424718165,0.020514594504853618
3,3.2,0.9189365834726814,0.7883767888289286,0.0610702070983206
3,2.8,0.9189365834726815,0.744154577507617,0.09984450725378351
3,2.6,0.8432740427115678,0.7066526087834547,0.13630351862138626
3,2.7,0.9486832980505138,0.6592963898198592,0.15531839566551559
3,2.6,0.8432740427115678,0.643881713849946,0.1329889931166325
3,2.5,0.7071067811865476,0.6786758941780829,0.13158697873457723
3,2.5,0.7071067811865476,0.7090694760334888,0.1166294413228459
4,4.0,0.0,0.8019582081833196,0.03135160963600465
4,3.5,0.5270462766947299,0.794340892169862,0.04886018690758349
4,3.1,0.8755950357709131,0.8074709266248788,0.048371788342048756
4,2.8,0.6324555320336759,0.7868113349774494,0.05781261491396443
4,3.3,0.8232726023485646,0.7465232981000482,0.060803266995405926
4,3.1,0.9944289260117531,0.7540285778013822,0.08630290637536792
4,2.8,0.7888106377466155,0.7389046619333053,0.07384255565955962
4,2.2,0.42163702135578385,0.7010158772783021,0.06633054559185213
4,2.5,0.7071067811865476,0.7087648754328161,0.07814126135012688
5,3.7,0.6749485577105528,0.8062924085215641,0.03574713101503013
5,3.8,0.4216370213557839,0.8134419129216137,0.024967932569368845
5,3.4,0.699205898780101,0.8224785795540678,0.030300497690406204
5,3.0,0.816496580927726,0.7748884154041455,0.05817823363056122
5,2.6,0.6992058987801011,0.7291360530901974,0.11455587067433609
5,2.5,0.5270462766947299,0.7262948474013535,0.12228473720221975
5,2.7,0.9486832980505138,0.7206234438261611,0.10308680118425045
5,2.7,0.8232726023485646,0.71143188905491,0.08672824278756093
6,3.6,0.6992058987801011,0.769653845816315,0.03517195471587508
6,3.5,0.7071067811865476,0.7812064814194668,0.04191773381283951
6,3.2,1.0327955589886444,0.7742364427834255,0.0493736613380258
6,3.2,0.6324555320336758,0.7766007284805643,0.06310158825838465
6,3.1,0.8755950357709131,0.8043579412676827,0.08520684739461837
6,3.2,0.6324555320336758,0.7421103292554393,0.07175721138241761
6,2.6,0.8432740427115679,0.7223732755950261,0.0832037000679346
7,3.6,0.5163977794943223,0.8105694362210641,0.0184492164396557
7,3.8,0.4216370213557839,0.8048432876919149,0.031959329658806386
7,3.3,0.6749485577105528,0.8031781256783562,0.03170160346294285
7,3.3,0.8232726023485646,0.8040781754805119,0.03443632805086605
7,2.9,0.8755950357709131,0.8021970903082556,0.029480933034945724
7,2.8,0.7888106377466155,0.7857154964847491,0.04834158015231648
8,3.6,0.6992058987801011,0.7947125896779657,0.025637267294908398
8,3.7,0.6749485577105528,0.8060512298539578,0.04635002304411797
8,2.9,0.8755950357709131,0.7879573624006626,0.045960526809765166
8,2.8,0.7888106377466155,0.7793010654268065,0.0516893895997507
8,2.8,1.0327955589886444,0.7426382383036538,0.0744106933891984
9,3.5,0.7071067811865476,0.7768208906098929,0.04038779207962938
9,3.6,0.6992058987801011,0.7953177402099901,0.046480065230777835
9,3.3,0.6749485577105528,0.778296869861523,0.03584379599954851
9,3.1,0.7378647873726218,0.777032563444626,0.06167986799800528
10,3.7,0.6749485577105528,0.7926286045709878,0.03319552945413636
10,3.6,0.5163977794943223,0.7882236452104723,0.04493648523786185
10,3.0,0.9428090415820634,0.8029697715421047,0.033571111965649866
11,3.2,0.4216370213557839,0.8021405223869789,0.024959242571428016
11,3.7,0.48304589153964794,0.781462747697675,0.049537956838809745
12,3.6,0.6992058987801012,0.8023091633600252,0.02427588851690349
