Layer,mean_TPinSecurity,std_TPinSecurity,mean_overlapAreaPercentage,std_overlapAreaPercentage
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
1,4.0,0.0,1.0,0.0
2,3.9,0.3162277660168379,0.8483803946360109,0.03375826925043489
2,3.7,0.48304589153964794,0.8470110602444075,0.01951871759412456
2,3.6,0.6992058987801012,0.8477245384458675,0.04070090807324799
2,3.5,0.7071067811865476,0.8462518138241855,0.042533926729911305
2,3.2,0.6324555320336758,0.8318504153570091,0.03218079132030536
2,3.1,0.7378647873726218,0.8084351201917583,0.04451839116717215
2,2.6,0.8432740427115679,0.7913975766233607,0.053136983782104415
2,2.9,0.7378647873726218,0.8020815256086106,0.07328293387446673
2,2.7,0.8232726023485646,0.7892272061068597,0.09664988751797214
2,2.8,0.7888106377466155,0.7895448317684557,0.09135638525251245
2,2.9,0.7378647873726218,0.7757195259018687,0.10184484572643455
3,3.7,0.48304589153964794,0.8283595417361059,0.024943094874782298
3,3.5,0.7071067811865476,0.8388467942141551,0.02611269846706686
3,3.4,0.5163977794943223,0.8321505832843525,0.055648663564413746
3,3.2,1.0327955589886446,0.8093318142194261,0.06836736854805847
3,3.2,0.9189365834726814,0.8155605027760208,0.07410352761970883
3,3.2,0.9189365834726814,0.8013284023989213,0.08136224514159579
3,3.0,0.816496580927726,0.8084819474548652,0.1003436583828209
3,2.9,0.8755950357709131,0.7833187337016996,0.10214587924378989
3,2.9,0.7378647873726218,0.7954880251951361,0.10711796318275138
3,2.6,0.8432740427115679,0.7821932748537255,0.09150852075806468
4,3.7,0.48304589153964794,0.8630781790346248,0.022697813353685918
4,3.8,0.42163702135578396,0.8441489823685322,0.030283057622162452
4,3.5,0.5270462766947299,0.8654688996844652,0.029015013543997593
4,3.5,0.5270462766947299,0.8641417081984347,0.039598829722713356
4,3.0,0.816496580927726,0.8253413644248919,0.04710462021464749
4,3.0,0.6666666666666666,0.808849668142712,0.07146437488588477
4,2.5,0.5270462766947299,0.783037304519578,0.10928910511381107
4,2.6,0.6992058987801011,0.7498651481980232,0.09113132050491081
4,2.3,0.4830458915396479,0.7288990880718023,0.11728279139127024
5,3.5,0.7071067811865476,0.8470258574379294,0.0244216962902681
5,3.7,0.48304589153964794,0.8430458077109353,0.04780411099735783
5,3.6,0.6992058987801011,0.8561738014217075,0.03147279176903527
5,3.7,0.48304589153964794,0.8415600660332044,0.03810904327148128
5,2.9,0.8755950357709131,0.8385814054202158,0.05785616300841804
5,3.2,0.7888106377466154,0.8241927567362778,0.0693393036558205
5,2.8,0.6324555320336759,0.8128381206519328,0.08661128424040855
5,3.0,0.6666666666666666,0.7722241474642468,0.0884894034015347
6,3.7,0.6749485577105528,0.8471818256113537,0.022304065333119717
6,3.4,0.6992058987801011,0.83673225553064,0.06097777146327133
6,3.6,0.5163977794943223,0.8263383584773534,0.06471519782326955
6,3.0,0.9428090415820634,0.8119964197040961,0.07337265786066588
6,2.5,0.7071067811865476,0.768058709627681,0.09811169542945535
6,2.7,0.9486832980505138,0.7322980777737921,0.12279321869343482
6,2.1,0.31622776601683794,0.6899058507515878,0.14375159106392763
7,3.6,0.6992058987801011,0.8302663310357813,0.046419301526907
7,3.4,0.8432740427115678,0.8410795709727908,0.026044413761103922
7,3.2,0.7888106377466154,0.828050759624082,0.05286245903940517
7,3.3,0.8232726023485646,0.8353591366169926,0.05133441055587232
7,3.1,0.8755950357709131,0.8037357038726205,0.04770594701915925
7,3.2,0.7888106377466154,0.801377554913671,0.06882181609217022
8,3.5,0.5270462766947299,0.8467353732738345,0.023260402114046633
8,3.4,0.8432740427115678,0.8445266073307695,0.027534480502140895
8,3.5,0.7071067811865476,0.8572598410691089,0.03433818779078088
8,3.2,0.9189365834726814,0.8433927444729937,0.04998202045180505
8,3.1,0.7378647873726218,0.8367300245327485,0.03428218102460001
9,3.8,0.4216370213557839,0.8538153800655776,0.026189569899231473
9,3.6,0.5163977794943223,0.8470023241615914,0.024680753562161806
9,3.8,0.4216370213557839,0.8395454831716253,0.03473164299344115
9,3.8,0.4216370213557839,0.8424567259078817,0.04631449835850381
10,3.9,0.3162277660168379,0.8340531457284814,0.039242547484771365
10,3.4,0.6992058987801011,0.8297414526276313,0.02596345911378705
10,3.4,0.699205898780101,0.820701188583401,0.051666197405884684
11,3.4,1.0749676997731399,0.8473380758229178,0.023042609778155032
11,3.8,0.4216370213557839,0.8507674591089234,0.03550267864965397
12,3.4,0.699205898780101,0.8441361847619394,0.03118688560105971
